t_ms,thrust_raw_N,thrust_filt_N
33475,-9.1125,-9.1052
33487,-8.8845,-9.0611
33499,-8.8373,-9.0163
33511,-8.8205,-8.9772
33523,-8.9025,-8.9622
33534,-9.1978,-9.0093
33546,-9.2349,-9.0545
33558,-9.3763,-9.1188
33570,-9.2259,-9.1402
33582,-9.1798,-9.1482
33594,-8.9755,-9.1136
33606,-8.9889,-9.0887
33617,-9.1551,-9.102
33629,-9.2933,-9.1402
33641,-9.3303,-9.1782
33653,-9.3865,-9.2199
33665,-9.364,-9.2487
33677,-9.4707,-9.2931
33688,-9.556,-9.3457
33700,-9.3651,-9.3496
33712,-9.1933,-9.3183
33724,-9.1753,-9.2897
33736,-9.1776,-9.2673
33748,-9.3865,-9.2911
33759,-9.4886,-9.3306
33771,-9.2843,-9.3214
33783,-9.4044,-9.338
33795,-9.4954,-9.3695
33807,-9.4302,-9.3816
33819,-9.428,-9.3909
33830,-9.364,-9.3855
33842,-9.1237,-9.3331
33854,-9.0923,-9.285
33866,-9.3157,-9.2911
33878,-9.3685,-9.3066
33890,-9.2281,-9.2909
33901,-9.2551,-9.2837
33913,-9.2652,-9.28
33925,-9.2483,-9.2737
33937,-9.2573,-9.2704
33949,-9.0945,-9.2352
33961,-9.2438,-9.237
33972,-9.0619,-9.2019
33984,-8.8396,-9.1295
33996,-8.8912,-9.0818
34008,-9.209,-9.1073
34020,-9.5594,-9.1977
34032,-9.5347,-9.2651
34043,-9.5133,-9.3147
34055,-9.3157,-9.3149
34067,-9.2124,-9.2944
34079,-9.181,-9.2717
34091,-9.1113,-9.2397
34103,-9.0967,-9.2111
34114,-9.0193,-9.1727
34126,-9.1282,-9.1638
34138,-9.2012,-9.1713
34150,-9.3213,-9.2013
34162,-9.3022,-9.2215
34174,-9.3326,-9.2437
34185,-9.4089,-9.2767
34197,-9.2382,-9.269
34209,-9.1989,-9.255
34221,-9.4291,-9.2898
34233,-9.4819,-9.3282
34245,-9.4213,-9.3469
34256,-9.6346,-9.4044
34268,-9.5493,-9.4334
34280,-9.5291,-9.4525
34292,-9.4606,-9.4541
34304,-9.5347,-9.4702
34316,-9.5616,-9.4885
34327,-9.382,-9.4672
34339,-9.4055,-9.4549
34351,-9.309,-9.4257
34363,-9.3954,-9.4196
34375,-9.6582,-9.4674
34387,-9.4179,-9.4575
34398,-9.2326,-9.4125
34410,-9.4033,-9.4107
34422,-9.4718,-9.4229
34434,-9.6268,-9.4637
34446,-9.757,-9.5223
34458,-9.8053,-9.5789
34470,-9.7525,-9.6136
34481,-9.7177,-9.6345
34493,-9.6694,-9.6415
34505,-9.6009,-9.6333
34517,-9.6717,-9.641
34529,-9.5448,-9.6218
34540,-9.364,-9.5702
34552,-9.4572,-9.5476
34564,-9.5291,-9.5439
34576,-9.3775,-9.5106
34588,-9.3752,-9.4835
34600,-9.4819,-9.4832
34611,-9.3404,-9.4547
34623,-9.2124,-9.4062
34635,-8.9609,-9.3171
34647,-8.9227,-9.2382
34659,-8.9373,-9.1781
34671,-8.8104,-9.1045
34682,-8.4791,-8.9794
34694,-8.2523,-8.834
34706,-8.2692,-8.721
34718,-8.4499,-8.6668
34730,-8.5353,-8.6405
34742,-8.5555,-8.6235
34754,-8.6712,-8.633
34765,-8.4915,-8.6047
34777,-8.4657,-8.5769
34789,-8.4589,-8.5533
34801,-8.5229,-8.5472
34813,-8.7891,-8.5956
34825,-8.8811,-8.6527
34836,-8.7722,-8.6766
34848,-8.8957,-8.7204
34860,-8.898,-8.7559
34872,-8.8059,-8.7659
34884,-8.8587,-8.7845
34896,-9.0462,-8.8368
34907,-9.117,-8.8929
34919,-9.1125,-8.9368
34931,-9.1293,-8.9753
34943,-8.9811,-8.9764
34955,-8.9058,-8.9623
34967,-8.8407,-8.938
34978,-8.8497,-8.9203
34990,-9.1338,-8.963
35002,-9.1383,-8.9981
35014,-9.072,-9.0129
35026,-9.0675,-9.0238
35038,-9.0923,-9.0375
35049,-9.2259,-9.0752
35061,-9.4235,-9.1448
35073,-9.355,-9.1869
35085,-9.1293,-9.1754
35097,-9.0417,-9.1486
35109,-9.1068,-9.1403
35120,-9.1922,-9.1507
35132,-9.3696,-9.1944
35144,-9.5796,-9.2715
35156,-9.7065,-9.3585
35168,-9.5347,-9.3937
35180,-9.455,-9.406
35191,-9.3999,-9.4048
35203,-9.5066,-9.4251
35215,-9.6099,-9.4621
35227,-9.6515,-9.5
35239,-9.6953,-9.539
35251,-9.83,-9.5972
35262,-9.8929,-9.6564
35274,-9.8704,-9.6992
35286,-9.6526,-9.6899
35298,-9.6604,-9.684
35310,-9.6021,-9.6676
35322,-9.8087,-9.6958
35333,-9.9906,-9.7548
35345,-9.8053,-9.7649
35357,-9.6571,-9.7433
35369,-9.5774,-9.7101
35381,-9.6739,-9.7029
35393,-9.8659,-9.7355
35404,-9.9019,-9.7688
35416,-9.7952,-9.7741
35428,-9.8199,-9.7832
35440,-10.0647,-9.8395
35452,-9.9681,-9.8652
35464,-9.8648,-9.8652
35476,-9.9142,-9.875
35487,-10.0658,-9.9131
35499,-10.0827,-9.947
35511,-10.0389,-9.9654
35523,-10.013,-9.9749
35535,-10.122,-10.0043
35547,-10.1051,-10.0245
35558,-10.0007,-10.0197
35570,-9.9277,-10.0013
35582,-10.1972,-10.0405
35594,-10.0961,-10.0516
35606,-9.903,-10.0219
35618,-9.7559,-9.9687
35629,-9.8929,-9.9535
35641,-9.8918,-9.9412
35653,-9.8873,-9.9304
35665,-9.9895,-9.9422
35677,-9.958,-9.9454
35689,-9.6784,-9.892
35700,-9.6234,-9.8383
35712,-9.7042,-9.8115
35724,-10.0456,-9.8583
35736,-10.2455,-9.9357
35748,-10.1725,-9.9831
35760,-9.9412,-9.9747
35771,-9.7772,-9.9352
35783,-9.8772,-9.9236
35795,-10.1051,-9.9599
35807,-10.1848,-10.0049
35819,-10.0546,-10.0148
35831,-9.9008,-9.992
35842,-9.8244,-9.9585
35854,-9.8536,-9.9375
35866,-9.9243,-9.9349
35878,-9.9861,-9.9451
35890,-10.0243,-9.9609
35902,-10.0074,-9.9702
35913,-10.0063,-9.9775
35925,-9.8704,-9.9561
35937,-9.7368,-9.9122
35949,-9.7817,-9.8861
35961,-9.9378,-9.8964
35973,-9.9142,-9.9
35984,-9.7851,-9.877
35996,-9.9535,-9.8923
36008,-9.9277,-9.8994
36020,-9.6885,-9.8572
36032,-9.7873,-9.8432
36044,-10.0827,-9.8911
36055,-9.9558,-9.9041
36067,-9.9288,-9.909
36079,-9.9659,-9.9204
36091,-9.9468,-9.9257
36103,-9.949,-9.9303
36115,-10.1792,-9.9801
36126,-10.177,-10.0195
36138,-10.1343,-10.0425
36150,-9.9962,-10.0332
36162,-9.9636,-10.0193
36174,-9.9872,-10.0129
36186,-10.0445,-10.0192
36198,-9.9883,-10.013
36209,-9.8323,-9.9769
36221,-9.7099,-9.9235
36233,-9.4965,-9.8381
36245,-9.4336,-9.7572
36257,-9.3651,-9.6788
36269,-9.4269,-9.6284
36280,-9.4976,-9.6022
36292,-9.5751,-9.5968
36304,-9.5089,-9.5792
36316,-9.6526,-9.5939
36328,-9.6313,-9.6014
36340,-9.4639,-9.5739
36351,-9.519,-9.5629
36363,-9.5167,-9.5537
36375,-9.4392,-9.5308
36387,-9.4909,-9.5228
36399,-9.629,-9.544
36411,-9.7065,-9.5765
36422,-9.5774,-9.5767
36434,-9.7278,-9.6069
36446,-9.9502,-9.6756
36458,-9.9928,-9.739
36470,-9.8592,-9.7631
36482,-9.7312,-9.7567
36493,-9.9052,-9.7864
36505,-9.9434,-9.8178
36517,-9.7784,-9.8099
36529,-9.7581,-9.7996
36541,-9.6784,-9.7753
36553,-9.7222,-9.7647
36564,-9.8906,-9.7899
36576,-9.9344,-9.8188
36588,-10.0681,-9.8687
36600,-9.9906,-9.893
36612,-9.9524,-9.9049
36624,-9.9917,-9.9223
36635,-10.1422,-9.9663
36647,-10.2545,-10.0239
36659,-10.1927,-10.0577
36671,-10.2039,-10.0869
36683,-10.2713,-10.1238
36695,-10.2354,-10.1461
36707,-10.1871,-10.1543
36718,-10.2343,-10.1703
36730,-10.1287,-10.162
36742,-10.2286,-10.1753
36754,-10.2679,-10.1938
36766,-10.2904,-10.2132
36778,-10.2489,-10.2203
36789,-10.1141,-10.1991
36801,-10.0568,-10.1706
36813,-10.0276,-10.142
36825,-10.2242,-10.1584
36837,-10.3757,-10.2019
36849,-10.5116,-10.2638
36860,-10.5038,-10.3118
36872,-10.2601,-10.3015
36884,-10.1893,-10.2791
36896,-10.0142,-10.2261
36908,-9.9704,-10.1749
36920,-10.2657,-10.1931
36931,-10.3421,-10.2229
36943,-10.2949,-10.2373
36955,-10.4588,-10.2816
36967,-10.5049,-10.3263
36979,-10.314,-10.3238
36991,-10.0624,-10.2715
37002,-10.0815,-10.2335
37014,-10.2275,-10.2323
37026,-10.1669,-10.2192
37038,-10.2376,-10.2229
37050,-10.5217,-10.2827
37062,-10.3881,-10.3038
37073,-10.1792,-10.2789
37085,-10.3016,-10.2834
37097,-10.2399,-10.2747
37109,-10.3028,-10.2803
37121,-10.4049,-10.3052
37133,-10.177,-10.2796
37145,-10.3308,-10.2898
37156,-10.4072,-10.3133
37168,-10.4813,-10.3469
37180,-10.5341,-10.3843
37192,-10.3847,-10.3844
37204,-10.3331,-10.3741
37216,-10.3364,-10.3666
37227,-10.4049,-10.3743
37239,-10.4959,-10.3986
37251,-10.5801,-10.4349
37263,-10.4993,-10.4478
37275,-10.4835,-10.4549
37287,-10.4588,-10.4557
37298,-10.4016,-10.4449
37310,-10.5801,-10.4719
37322,-10.6845,-10.5145
37334,-10.5554,-10.5226
37346,-10.5498,-10.5281
37358,-10.7789,-10.5782
37369,-10.9394,-10.6505
37381,-10.7351,-10.6674
37393,-10.6408,-10.6621
37405,-10.8182,-10.6933
37417,-10.7822,-10.7111
37429,-10.8608,-10.741
37440,-10.8754,-10.7679
37452,-10.8047,-10.7753
37464,-10.8721,-10.7946
37476,-10.8968,-10.8151
37488,-10.8519,-10.8224
37500,-10.8788,-10.8337
37511,-10.9024,-10.8474
37523,-11.0214,-10.8822
37535,-10.8316,-10.8721
37547,-10.8451,-10.8667
37559,-10.6958,-10.8325
37571,-10.6284,-10.7917
37582,-10.8025,-10.7939
37594,-10.7104,-10.7772
37606,-10.7238,-10.7665
37618,-10.8575,-10.7847
37630,-10.8294,-10.7936
37642,-10.8687,-10.8086
37654,-11.0113,-10.8492
37665,-11.1315,-10.9056
37677,-10.8474,-10.894
37689,-10.9305,-10.9013
37701,-10.9058,-10.9022
37713,-10.8036,-10.8825
37725,-11.0169,-10.9094
37736,-10.9709,-10.9217
37748,-10.9192,-10.9212
37760,-11.0922,-10.9554
37772,-10.99,-10.9623
37784,-10.8957,-10.949
37796,-10.8249,-10.9242
37807,-10.8878,-10.9169
37819,-11.0192,-10.9373
37831,-11.0338,-10.9566
37843,-10.9293,-10.9512
37855,-10.8799,-10.9369
37867,-11.0922,-10.968
37878,-11.0652,-10.9874
37890,-11.1101,-11.012
37902,-11.2763,-11.0648
37914,-11.2617,-11.1042
37926,-11.1281,-11.109
37938,-11.0282,-11.0928
37949,-10.9361,-11.0615
37961,-10.9069,-11.0306
37973,-10.8575,-10.9959
37985,-10.9226,-10.9813
37997,-11.0877,-11.0026
38009,-11.2213,-11.0463
38020,-11.2819,-11.0934
38032,-11.273,-11.1293
38044,-11.2415,-11.1518
38056,-11.0663,-11.1347
38068,-11.1539,-11.1385
38080,-11.1135,-11.1335
38091,-10.963,-11.0994
38103,-11.0989,-11.0993
38115,-11.1225,-11.104
38127,-11.1202,-11.1072
38139,-11.1854,-11.1228
38151,-11.3448,-11.1672
38162,-11.2651,-11.1868
38174,-11.1292,-11.1753
38186,-11.1966,-11.1796
38198,-11.2101,-11.1857
38210,-11.1854,-11.1856
38222,-11.2191,-11.1923
38233,-11.319,-11.2176
38245,-11.3718,-11.2485
38257,-11.2887,-11.2565
38269,-11.1977,-11.2447
38281,-11.063,-11.2084
38293,-11.0214,-11.171
38305,-11.2179,-11.1804
38316,-11.3212,-11.2086
38328,-11.2404,-11.2149
38340,-10.981,-11.1681
38352,-11.0091,-11.1363
38364,-11.0854,-11.1261
38376,-11.3156,-11.164
38387,-11.5121,-11.2337
38399,-11.4874,-11.2844
38411,-11.301,-11.2877
38423,-11.2988,-11.2899
38435,-11.3819,-11.3083
38447,-11.3471,-11.3161
38458,-11.2685,-11.3066
38470,-11.3269,-11.3106
38482,-11.4975,-11.348
38494,-11.2449,-11.3274
38506,-11.1135,-11.2846
38518,-11.2954,-11.2868
38529,-11.2965,-11.2887
38541,-11.1741,-11.2658
38553,-11.3089,-11.2744
38565,-11.356,-11.2907
38577,-11.3841,-11.3094
38589,-11.2999,-11.3075
38600,-11.3583,-11.3177
38612,-11.5391,-11.362
38624,-11.4784,-11.3853
38636,-11.2628,-11.3608
38648,-11.2909,-11.3468
38660,-11.2954,-11.3365
38671,-11.1348,-11.2962
38683,-11.1068,-11.2583
38695,-11.1449,-11.2356
38707,-11.4111,-11.2707
38719,-11.31,-11.2786
38731,-11.2718,-11.2772
38742,-11.1494,-11.2517
38754,-11.0259,-11.2065
38766,-11.0551,-11.1762
38778,-10.9574,-11.1325
38790,-10.9911,-11.1042
38802,-11.0225,-11.0879
38814,-11.1124,-11.0928
38825,-11.1056,-11.0953
38837,-11.1113,-11.0985
38849,-11.2662,-11.1321
38861,-11.3909,-11.1838
38873,-11.3179,-11.2106
38885,-11.0978,-11.1881
38896,-10.908,-11.1321
38908,-10.9832,-11.1023
38920,-11.0506,-11.092
38932,-11.2202,-11.1176
38944,-11.072,-11.1085
38956,-10.9911,-11.085
38967,-11.036,-11.0752
38979,-11.1371,-11.0876
38991,-11.1618,-11.1024
39003,-11.1674,-11.1154
39015,-11.1348,-11.1193
39027,-11.1539,-11.1262
39038,-11.054,-11.1118
39050,-11.0203,-11.0935
39062,-11.1068,-11.0961
39074,-11.0405,-11.085
39086,-11.1157,-11.0912
39098,-11.1371,-11.1003
39109,-10.9585,-11.072
39121,-11.0944,-11.0765
39133,-11.2404,-11.1093
39145,-11.2168,-11.1308
39157,-11.3516,-11.1749
39169,-11.3493,-11.2098
39180,-11.31,-11.2298
39192,-11.3897,-11.2618
39204,-11.4358,-11.2966
39216,-11.5032,-11.3379
39228,-11.2988,-11.3301
39240,-11.2887,-11.3218
39252,-11.1854,-11.2945
39263,-11.173,-11.2702
39275,-11.1011,-11.2364
39287,-11.1741,-11.224
39299,-11.3493,-11.249
39311,-11.3605,-11.2713
39323,-11.3527,-11.2876
39334,-11.3325,-11.2966
39346,-11.4751,-11.3323
39358,-11.3875,-11.3433
39370,-11.3358,-11.3418
39382,-11.1685,-11.3072
39394,-11.1382,-11.2734
39405,-11.2325,-11.2652
39417,-11.2033,-11.2528
39429,-11.1292,-11.2281
39441,-11.0675,-11.196
39453,-11.1472,-11.1862
39465,-11.2505,-11.1991
39476,-11.0495,-11.1692
39488,-10.9361,-11.1225
39500,-11.0776,-11.1135
39512,-11.2932,-11.1495
39524,-11.3662,-11.1928
39536,-11.2673,-11.2077
39547,-11.0169,-11.1696
39559,-11.1719,-11.17
39571,-11.2808,-11.1922
39583,-11.3201,-11.2178
39595,-11.2359,-11.2214
39607,-11.0428,-11.1857
39619,-11.0798,-11.1645
39630,-11.063,-11.1442
39642,-11.0675,-11.1288
39654,-11.118,-11.1267
39666,-11.1573,-11.1328
39678,-11.1191,-11.1301
39690,-11.2101,-11.1461
39701,-11.2381,-11.1645
39713,-11.3538,-11.2023
39725,-11.4874,-11.2594
39737,-11.3078,-11.269
39749,-11.1943,-11.2541
39761,-11.0225,-11.2078
39772,-11.155,-11.1972
39784,-11.4077,-11.2393
39796,-11.4021,-11.2719
39808,-11.0944,-11.2364
39820,-10.844,-11.1579
39832,-10.9473,-11.1158
39843,-11.1854,-11.1297
39855,-11.2819,-11.1602
39867,-11.2471,-11.1775
39879,-11.3381,-11.2097
39891,-11.2483,-11.2174
39903,-11.1247,-11.1988
39915,-11.0068,-11.1604
39926,-11.3493,-11.1982
39938,-11.4201,-11.2426
39950,-11.237,-11.2415
39962,-11.1393,-11.221
39974,-11.2078,-11.2184
39986,-11.383,-11.2513
39997,-11.2954,-11.2601
40009,-11.4234,-11.2928
40021,-11.3021,-11.2947
40033,-11.3156,-11.2989
40045,-11.4133,-11.3218
40057,-11.3325,-11.3239
40068,-11.3033,-11.3198
40080,-11.1157,-11.279
40092,-11.0877,-11.2407
40104,-11.1292,-11.2184
40116,-11.3145,-11.2376
40128,-11.3482,-11.2597
40139,-11.2763,-11.2631
40151,-11.4234,-11.2951
40163,-11.6143,-11.359
40175,-11.6143,-11.41
40187,-11.4784,-11.4237
40199,-11.2685,-11.3927
40210,-10.9619,-11.3065
40222,-11.0416,-11.2535
40234,-11.3021,-11.2633
40246,-11.2359,-11.2578
40258,-11.1034,-11.2269
40270,-11.2303,-11.2276
40281,-11.4414,-11.2703
40293,-11.4987,-11.316
40305,-11.3403,-11.3209
40317,-11.1809,-11.2929
40329,-11.1382,-11.2619
40341,-11.2022,-11.25
40352,-11.4055,-11.2811
40364,-11.2808,-11.281
40376,-11.1719,-11.2592
40388,-11.1899,-11.2453
40400,-11.0967,-11.2156
40412,-10.9832,-11.1691
40423,-11.1146,-11.1582
40435,-11.4021,-11.207
40447,-11.319,-11.2294
40459,-11.4032,-11.2642
40471,-11.4942,-11.3102
40483,-11.4414,-11.3364
40494,-11.2898,-11.3271
40506,-11.1034,-11.2823
40518,-11.2977,-11.2854
40530,-11.3347,-11.2953
40542,-11.374,-11.311
40554,-11.3437,-11.3176
40565,-11.4223,-11.3385
40577,-11.4829,-11.3674
40589,-11.2393,-11.3418
40601,-11.2426,-11.3219
40613,-11.2325,-11.3041
40625,-11.1337,-11.27
40636,-10.7856,-11.1731
40648,-10.6026,-11.059
40660,-10.5228,-10.9518
40672,-10.4117,-10.8438
40684,-10.351,-10.7452
40696,-10.2298,-10.6421
40707,-10.2062,-10.5549
40719,-10.3465,-10.5133
40731,-10.2062,-10.4518
40743,-10.1523,-10.3919
40755,-10.2623,-10.366
40767,-10.1994,-10.3327
40779,-10.1669,-10.2995
40790,-10.2489,-10.2894
40802,-10.3174,-10.295
40814,-10.1545,-10.2669
40826,-10.1422,-10.242
40838,-10.1882,-10.2312
40850,-10.214,-10.2278
40861,-10.1545,-10.2131
40873,-10.0198,-10.1745
40885,-9.9299,-10.1256
40897,-9.9692,-10.0943
40909,-10.0557,-10.0866
40921,-10.0894,-10.0871
40932,-10.1635,-10.1024
40944,-10.2724,-10.1364
40956,-10.2612,-10.1614
40968,-10.0961,-10.1483
40980,-10.1534,-10.1493
40992,-10.2545,-10.1704
41003,-10.3735,-10.211
41015,-10.3185,-10.2325
41027,-10.113,-10.2086
41039,-10.1107,-10.189
41051,-10.1882,-10.1889
41063,-10.2365,-10.1984
41074,-10.1208,-10.1829
41086,-10.2432,-10.195
41098,-10.3072,-10.2174
41110,-10.3522,-10.2444
41122,-10.3465,-10.2648
41134,-10.2646,-10.2648
41145,-10.2926,-10.2703
41157,-10.6239,-10.341
41169,-10.5195,-10.3767
41181,-10.3207,-10.3655
41193,-10.5285,-10.3981
41205,-10.4499,-10.4085
41216,-10.506,-10.428
41228,-10.5273,-10.4478
41240,-10.4319,-10.4447
41252,-10.4555,-10.4468
41264,-10.4049,-10.4384
41276,-10.4431,-10.4394
41287,-10.3409,-10.4197
41299,-10.2331,-10.3824
41311,-10.2522,-10.3563
41323,-10.2837,-10.3418
41335,-10.3241,-10.3383
41347,-10.3162,-10.3339
41358,-10.4892,-10.3649
41370,-10.5666,-10.4053
41382,-10.6486,-10.4539
41394,-10.6576,-10.4947
41406,-10.5588,-10.5075
41418,-10.4195,-10.4899
41430,-10.5139,-10.4947
41441,-10.6306,-10.5219
41453,-10.57,-10.5315
41465,-10.5296,-10.5311
41477,-10.5105,-10.527
41489,-10.3791,-10.4974
41501,-10.451,-10.4881
41512,-10.5577,-10.502
41524,-10.5958,-10.5208
41536,-10.5723,-10.5311
41548,-10.4263,-10.5101
41560,-10.4577,-10.4996
41572,-10.652,-10.5301
41583,-10.7497,-10.574
41595,-10.734,-10.606
41607,-10.6845,-10.6217
41619,-10.4409,-10.5855
41631,-10.533,-10.575
41643,-10.5644,-10.5729
41654,-10.3039,-10.5191
41666,-10.5071,-10.5167
41678,-10.7216,-10.5577
41690,-10.6991,-10.586
41702,-10.7429,-10.6174
41714,-10.6071,-10.6153
41725,-10.6441,-10.6211
41737,-10.7261,-10.6421
41749,-10.7665,-10.667
41761,-10.7295,-10.6795
41773,-10.6026,-10.6641
41785,-10.6553,-10.6623
41796,-10.7867,-10.6872
41808,-10.9484,-10.7395
41820,-11.0562,-10.8028
41832,-10.9608,-10.8344
41844,-10.9597,-10.8595
41856,-10.935,-10.8746
41867,-10.7238,-10.8444
41879,-10.6486,-10.8053
41891,-10.8103,-10.8063
41903,-10.8036,-10.8057
41915,-10.6688,-10.7783
41927,-10.8249,-10.7877
41938,-10.7721,-10.7846
41950,-10.6441,-10.7565
41962,-10.5779,-10.7207
41974,-10.3791,-10.6524
41986,-10.6374,-10.6494
41998,-10.8002,-10.6796
42010,-10.7957,-10.7028
42021,-10.853,-10.7328
42033,-10.8979,-10.7659
42045,-10.8238,-10.7774
42057,-10.6688,-10.7557
42069,-10.8013,-10.7648
42081,-10.8957,-10.791
42092,-11.0405,-10.8409
42104,-10.9372,-10.8602
42116,-10.8238,-10.8529
42128,-10.7777,-10.8379
42140,-10.5621,-10.7827
42152,-10.5397,-10.7341
42163,-10.5262,-10.6925
42175,-10.5599,-10.666
42187,-10.5577,-10.6443
42199,-10.57,-10.6295
42211,-10.3937,-10.5823
42223,-10.5824,-10.5823
42234,-10.5734,-10.5805
42246,-10.5756,-10.5796
42258,-10.7194,-10.6075
42270,-10.8384,-10.6537
42282,-10.7811,-10.6792
42294,-10.7665,-10.6966
42306,-10.6396,-10.6852
42317,-10.6071,-10.6696
42329,-10.7901,-10.6937
42341,-10.7811,-10.7112
42353,-10.6958,-10.7081
42365,-10.6902,-10.7045
42377,-10.7081,-10.7052
42388,-10.7059,-10.7054
42400,-10.8406,-10.7324
42412,-10.908,-10.7675
42424,-10.6924,-10.7525
42436,-10.7463,-10.7513
42448,-10.7845,-10.7579
42459,-10.6486,-10.7361
42471,-10.4476,-10.6784
42483,-10.625,-10.6677
42495,-10.8316,-10.7005
42507,-10.7755,-10.7155
42519,-10.6913,-10.7107
42530,-10.4353,-10.6556
42542,-10.6812,-10.6607
42554,-10.7396,-10.6765
42566,-10.588,-10.6588
42578,-10.6464,-10.6563
42590,-10.7508,-10.6752
42601,-10.7429,-10.6887
42613,-10.9147,-10.7339
42625,-10.9383,-10.7748
42637,-10.9619,-10.8122
42649,-11.0315,-10.8561
42661,-11.2449,-10.9339
42672,-11.2774,-11.0026
42684,-11.2033,-11.0427
42696,-11.1506,-11.0643
42708,-11.1966,-11.0908
42720,-10.9799,-11.0686
42732,-10.9451,-11.0439
42744,-10.8698,-11.0091
42755,-10.7676,-10.9608
42767,-10.8519,-10.939
42779,-10.8148,-10.9142
42791,-10.6868,-10.8687
42803,-10.6868,-10.8323
42815,-10.9338,-10.8526
42826,-10.9933,-10.8808
42838,-10.8305,-10.8707
42850,-10.7452,-10.8456
42862,-10.9271,-10.8619
42874,-10.9024,-10.87
42886,-11.0933,-10.9147
42897,-11.2774,-10.9872
42909,-11.2269,-11.0352
42921,-11.1011,-11.0484
42933,-11.0517,-11.049
42945,-11.1528,-11.0698
42957,-11.2022,-11.0963
42968,-11.1416,-11.1053
42980,-10.9406,-11.0724
42992,-10.8215,-11.0222
43004,-10.9832,-11.0144
43016,-10.999,-11.0113
43028,-10.9945,-11.008
43039,-11.0596,-11.0183
43051,-11.063,-11.0272
43063,-11.0764,-11.0371
43075,-11.0237,-11.0344
43087,-11.0012,-11.0278
43099,-11.0607,-11.0343
43110,-11.0574,-11.0389
43122,-10.8564,-11.0024
43134,-10.9136,-10.9847
43146,-10.954,-10.9785
43158,-11.0203,-10.9869
43170,-10.9967,-10.9889
43182,-10.9282,-10.9767
43193,-10.8844,-10.9583
43205,-11.091,-10.9848
43217,-11.0641,-11.0007
43229,-11.0282,-11.0062
43241,-11.0293,-11.0108
43253,-11.0641,-11.0215
43264,-11.0057,-11.0183
43276,-11.1562,-11.0459
43288,-11.1786,-11.0724
43300,-11.0663,-11.0712
43312,-11.1068,-11.0783
43324,-11.1517,-11.093
43335,-11.0428,-11.0829
43347,-11.0035,-11.067
43359,-11.2449,-11.1026
43371,-11.5323,-11.1886
43383,-11.374,-11.2257
43395,-11.182,-11.2169
43406,-11.2606,-11.2257
43418,-11.3246,-11.2454
43430,-11.0978,-11.2159
43442,-11.164,-11.2055
43454,-11.0776,-11.1799
43466,-11.0607,-11.1561
43477,-11.237,-11.1723
43489,-11.301,-11.198
43501,-11.0978,-11.178
43513,-11.1618,-11.1747
43525,-11.1719,-11.1742
43537,-11.3538,-11.2101
43548,-11.3089,-11.2299
43560,-10.9147,-11.1668
43572,-10.835,-11.1005
43584,-10.9585,-11.0721
43596,-11.3212,-11.1219
43608,-11.4201,-11.1815
43619,-11.3347,-11.2122
43631,-11.1899,-11.2077
43643,-11.1101,-11.1882
43655,-11.2426,-11.1991
43667,-11.3471,-11.2287
43679,-11.1191,-11.2068
43690,-11.2348,-11.2124
43702,-11.2909,-11.2281
43714,-11.3763,-11.2577
43726,-11.6008,-11.3263
43738,-11.5941,-11.3799
43750,-11.2606,-11.356
43761,-11.2741,-11.3396
43773,-11.4526,-11.3622
43785,-11.4975,-11.3893
43797,-11.5469,-11.4208
43809,-11.6851,-11.4737
43821,-11.7592,-11.5308
43832,-11.7333,-11.5713
43844,-11.8659,-11.6302
43856,-11.6828,-11.6407
43868,-11.5481,-11.6222
43880,-11.5447,-11.6067
43892,-11.5043,-11.5862
43903,-11.6794,-11.6049
43915,-11.5694,-11.5978
43927,-11.5503,-11.5883
43939,-11.6424,-11.5991
43951,-11.7165,-11.6226
43963,-11.7154,-11.6411
43975,-11.6615,-11.6452
43986,-11.6682,-11.6498
43998,-11.7558,-11.671
44010,-11.8602,-11.7089
44022,-11.8007,-11.7272
44034,-11.9063,-11.763
44046,-11.9692,-11.8043
44057,-12.0062,-11.8447
44069,-11.8793,-11.8516
44081,-11.8928,-11.8598
44093,-12.0006,-11.888
44105,-11.9602,-11.9024
44117,-11.9108,-11.9041
44128,-11.8591,-11.8951
44140,-11.8445,-11.885
44152,-11.913,-11.8906
44164,-12.132,-11.9389
44176,-12.1466,-11.9804
44188,-12.0017,-11.9847
44199,-12.0567,-11.9991
44211,-11.9826,-11.9958
44223,-11.876,-11.9718
44235,-11.8692,-11.9513
44247,-11.7895,-11.9189
44259,-11.8827,-11.9117
44270,-12.0466,-11.9387
44282,-12.0455,-11.9601
44294,-11.9388,-11.9558
44306,-11.9815,-11.961
44318,-11.7457,-11.9179
44330,-11.7098,-11.8763
44341,-11.675,-11.836
44353,-11.8052,-11.8299
44365,-11.9287,-11.8496
44377,-11.73,-11.8257
44389,-11.7637,-11.8133
44401,-11.9871,-11.8481
44412,-12.0837,-11.8952
44424,-12.3229,-11.9807
44436,-12.3251,-12.0496
44448,-12.0758,-12.0549
44460,-11.9759,-12.0391
44472,-11.9119,-12.0136
44484,-11.9602,-12.0029
44495,-11.9478,-11.9919
44507,-12.0118,-11.9959
44519,-12.0051,-11.9977
44531,-11.8423,-11.9666
44543,-11.9613,-11.9656
44555,-11.9905,-11.9706
44566,-11.9759,-11.9716
44578,-11.9141,-11.9601
44590,-11.8052,-11.9291
44602,-11.8535,-11.914
44614,-11.9995,-11.9311
44626,-12.0107,-11.947
